url,prediksi_sistem,skor_final,label_manual
rtp1i-bintang299.pages.dev,,,1
litter.situs8888terbaru.online,,,1
dongjituwop.com,,,1
adsku1.hero369.mom,,,1
wa.tuanslot88stock.com,,,1
lagi-di-atas-langit.pages.dev,,,1
bj7jctws4y44mg8k6swb.okejp-x.com,,,1
www.rujukindovegas4d.net,,,1
de-wi-365.com,,,1
sunda7872026.com,,,1
bandar69-rtp.site,,,1
ragnaroktogel87.com,,,1
muliajitu1.cyou,,,1
y200m2025.homes,,,1
2d35cqmrfi.gt108vip3.com,,,1
manta367.shop,,,1
7hy8kn.sumselampera.online,,,1
ular900jaya.site,,,1
www.maxistotox3.com,,,1
2februari.landakmeledak.com,,,1
1ggoeft1vs.rudaltotoking.com,,,1
pk006.paduka77a.store,,,1
guncacamax.site,,,1
kaskus4dboba.com,,,1
88javaplay.net,,,1
hilux869.luxtogelgacor.net,,,1
rtpflexihoki28.xyz,,,1
mega303populardaftar.pages.dev,,,1
apk.kingdomjaya.com,,,1
totojek-hijau.site,,,1
mobilaka899.website,,,1
apk-asdjfajldlk.besok4d.top,,,1
tirto88byon.xyz,,,1
www.arjuna88panas.com,,,1
koin79.jitu.win,,,1
www.kolamlele247.vip,,,1
h9mamfuk04wk0n5weiz8.myjpcash.com,,,1
casinogamingreviews.com,,,1
rtptugubetvip.sbs,,,1
takurjitugroup.site,,,1
on34481.com,,,1
paten33f.com,,,1
sand77b.site,,,1
hebat99op.com,,,1
sungaipelaut.com,,,1
pck303.store,,,1
golbossuper.net,,,1
bezdep.vip,,,1
alfabet88.asia,,,1
panen77slt.store,,,1
pastigacor.peniti4ddomain.com,,,1
mambawingame.click,,,1
jepe711mari.com,,,1
cair50.wiki,,,1
bk-ttt.site,,,1
maret88av.store,,,1
badak138s.net,,,1
dede4dolan.com,,,1
akun77rtpliveterbaik.ngahooterstour.com,,,1
i5gungvzxdcqxqr75qr6.onictotohome.com,,,1
teviwaduk700.vip,,,1
allinone-cuancuan.pages.dev,,,1
13.228.176.132,,,1
fb88resmi13.com,,,1
pola10.rtputamaexo.com,,,1
panen100semua.site,,,1
pijartaff.com,,,1
yokkeraton88.xyz,,,1
pelanggan-sabaiguy.pages.dev,,,1
www.galaxy77antariksa.com,,,1
pefjn0nfoe.trik-nasa.xyz,,,1
linkwla168.vip,,,1
kananbetmenang.com,,,1
gurujaya2025.lol,,,1
bigcemeip.beauty,,,1
3f3ndqsocq.kaskuskita.com,,,1
y1s9g9j7oe.vwvip2.pro,,,1
hut4djam.com,,,1
zeus999.gayo88.space,,,1
dwlbngydhtksytngjdntyre.store,,,1
enuwvwvvpc.ttbarelang.cyou,,,1
indoagb99.quest,,,1
rtpslotterbarik99.online,,,1
lightmika.site,,,1
ares188alternatif.beauty,,,1
kewarga777b.com,,,1
likmaies.skin,,,1
sarangslot88b.beer,,,1
linkmitra77.biz,,,1
bskyu37557.matador168portalmasuk.com,,,1
jqriu4t5ntogtdqpa6dk.jpmariofixx.site,,,1
tentenslotgame.biz,,,1
cawancoc.com,,,1
selfsufficient.store,,,1
dewa222wow.com,,,1
wdgemoy2027.site,,,1
arenadagangjudi.xyz,,,1
vava4dwina.com,,,1
40d838d0cm296ndf6wwr.bungaslot.dev,,,1
colowinspc.com,,,1
kelasdunia.online,,,1
05.togel900-x.com,,,1
el1gsdhe34z4lg1j9egz.bungaslot.dev,,,1
jagoaneksklusif.live,,,1
ma003.tupay79a.live,,,1
www.zlato-stribro.com,,,1
mc001.banteng128b.online,,,1
forexajaib.info,,,1
3.jepe500play.lol,,,1
rtp-betwin188-selalu.online,,,1
c8.winterfresh.ink,,,1
datakominfo.kotaprabumulih.go.id,,,1
pendekar138tulip.com,,,1
link268rtpgampangmenang.ngahooterstour.com,,,1
lgfg6a8iktmcqu9fb54t.araitoto-x.com,,,1
betking88xa.site,,,1
czhdz42696.bgplay.us,,,1
syariahmandirixmpo555.pages.dev,,,1
melodi99gokil.com,,,1
idxstarboss.top,,,1
nemospin80.site,,,1
www.afterwin88jago.com,,,1
www.hotchkissgroup.co.uk,,,1
pokeralien-mantap.site,,,1
rajanaga777jp.online,,,1
slotbom77gcr.buzz,,,1
sakurawin-jd.space,,,1
mahkotaplatform.com,,,1
3.rtp-slot-gtatogel.com,,,1
mawarzeus.net,,,1
mag138kopi.art,,,1
polatop.rtpduatoto.pro,,,1
20iya777.com,,,1
empat.pns777link.com,,,1
rajajudi88jp6.space,,,1
www.wonderyak.org,,,1
rtp2.jitutesla.com,,,1
gama-1.happyjudi.dev,,,1
menang8website.com,,,1
id1gndjvim.dewajp.cyou,,,1
n0hru64ncu.kaskuskita.com,,,1
av019.ave189.com,,,1
singaitubuas.lol,,,1
rtpsingaplay.xyz,,,1
otobq9yifvhhoxbt02ug.bungaslot.dev,,,1
3hr4wo3qyoexuhla0mcv.gayatoto268.site,,,1
oke25.store,,,1
jnt6d.cfd,,,1
syd.asentogel.wiki,,,1
emperor268-ux.com,,,1
resmi9.situsbaik777.com,,,1
asiawd1109.store,,,1
kuarto138.top,,,1
n6ojnpq9ch.dota88e.life,,,1
pakbos188jaya.xyz,,,1
indomegatoto.vip,,,1
96upk6zu8p.gt108vip3.com,,,1
b2hq3byc5a.kopivip2.pro,,,1
ap8i.slot8808.fit,,,1
mabar96.org,,,1
rtpcuan-win178.hair,,,1
6xm4u881d8.kaskuskita.com,,,1
warnakitab4d.land,,,1
situs1.pakhoki.live,,,1
eth777.site,,,1
rtppelukbet.top,,,1
r8igdtki4g.pascolcool.com,,,1
kilat333.site,,,1
vmovee-official.site,,,1
jojo899sip.site,,,1
wahanaslotlk2.online,,,1
dompetkulit.space,,,1
vjcmz3ee7f.dino99e.one,,,1
bwo99-febsred.space,,,1
mpo17t.mudah-jp.vip,,,1
musimgokil.com,,,1
drone.zorro4dmiracle.com,,,1
ecrgr12452.unovegasidn1.com,,,1
pw5rk5c770ew0cwut4dr.bungaslot.dev,,,1
tahuwinbid.xyz,,,1
akunmaxwin.org,,,1
idrtoto38.com,,,1
shop.curatestaginganddesign.co.uk,,,1
44.wt707.fit,,,1
h6fhdcafjvciq0w876pm.jejetoto-268.site,,,1
romanobet-on.pages.dev,,,1
wg6owhezwt.botuna55c.click,,,1
www.loadingdockslc.com,,,1
neo108grats.xyz,,,1
tappmedical.com,,,1
zia34279.com,,,1
daftar.gacor368grup.com,,,1
peruenlanoticia.com,,,1
syphratus-id.space,,,1
gpbsnie8vi.prada55c.one,,,1
wd88-main.com,,,1
5gztn1bl66.top1toto199.com,,,1
dvtoto.site,,,1
paris123.cfd,,,1
arena369join.lol,,,1
tastejco.com,,,1
raffi88doublemajor.net,,,1
www.cumidarat.click,,,1
dana50ya.xyz,,,1
walawe.dekadeplay1.site,,,1
keasikankali.xyz,,,1
perang-138slot.xyz,,,1
hz2u68v87v.pascolcool.com,,,1
kudustotoresmi.org,,,1
gomugif.site,,,1
gospin303toto.space,,,1
ltqapwcm0c.slotbesarvip2.pro,,,1
top5totooallternatif.site,,,1
oriental66.shop,,,1
rtplabel138l.xyz,,,1
bebjackpot.xyz,,,1
bolang588jack.com,,,1
mbet338master.cc,,,1
colowinext.com,,,1
y8g89faih3wqnw3454kt.vdkgatheringpoint.social,,,1
rummy888vip25.com,,,1
alterkipas3.vip,,,1
ktp168-alt.shop,,,1
rogtot.com,,,1
www.spaceanugerahtoto.net,,,1
ryu4dseru.com,,,1
amp-gas1m-rtp.pages.dev,,,1
breadforlife.us,,,1
buah.koi288ocean.com,,,1
anitaunstopable.com,,,1
damrikuat.vip,,,1
blazernest.com,,,1
j53oblu1uhml6edtx3bn.bungaslot.dev,,,1
a8td82ro1a.bingo188e.sbs,,,1
95edwinslot-4d.xyz,,,1
abadislot8.org,,,1
3002-hkb77.xyz,,,1
bensunila.com,,,1
cemungut.pages.dev,,,1
plmenang88.com,,,1
ca009.monata189.site,,,1
aksesmulia77.quest,,,1
istanaimpian2.works,,,1
zl5oi74omvifreocl4lt.delitotomasuk.com,,,1
www.rtp69gsc11.xyz,,,1
